Year,Region,Model,Unit_Sold,Price_USD,Revenue,Sales_Classification
2022,Europe,X6,5954,55263,329035902,Low
2022,North America,X3,835,40433,33761555,Low
2012,South America,M3,4889,51394,251265266,Low
2021,North America,i3,4181,119045,497727145,Low
2013,South America,X3,1953,95049,185630697,Low
2019,Asia,X5,3400,51478,175025200,Low
2021,Africa,M5,9961,119461,1189951021,High
2017,Africa,i3,9498,69379,658961742,High
2012,North America,i3,8154,85144,694264176,High
2017,South America,5 Series,7484,81158,607386472,High
2015,Europe,M5,9637,116458,1122305746,High
2013,Africa,X5,9466,119882,1134803012,High
2023,Africa,i3,1769,73146,129395274,Low
2016,North America,7 Series,5239,115440,604790160,Low
2024,North America,M5,6634,56572,375298648,Low
2023,Europe,X1,164,87443,14340652,Low
2020,Africa,M3,7412,72149,534768388,High
2022,Europe,i8,2385,116969,278971065,Low
2014,Africa,i3,6356,67688,430224928,Low
2014,Asia,i8,8406,119650,1005777900,High
2018,Africa,M5,3280,58115,190617200,Low
2022,Asia,X3,3469,72624,251932656,Low
2012,Africa,i3,171,77424,13239504,Low
2019,Europe,X6,4072,87658,356943376,Low
2024,North America,X1,4808,50174,241236592,Low
2013,Africa,M3,7105,63373,450265165,High
2014,Africa,M3,9320,88872,828287040,High
2010,North America,X6,1836,100100,183783600,Low
2016,Asia,3 Series,6446,74198,478280308,Low
2017,Middle East,X6,8986,102214,918495004,High
2024,Asia,M5,667,56414,37628138,Low
2015,Africa,M5,8415,45788,385306020,High
2018,Europe,M3,6263,71836,449908868,Low
2012,Middle East,M3,9941,46537,462624317,High
2011,Asia,3 Series,8473,115688,980224424,High
2014,Africa,i3,4871,38658,188303118,Low
2022,Europe,X3,1396,74806,104429176,Low
2018,South America,i8,8297,60303,500333991,High
2020,Europe,X6,7129,49979,356300291,High
2010,Middle East,5 Series,9369,99405,931325445,High
2010,Middle East,i3,5789,76823,444728347,Low
2019,South America,M3,5235,64860,339542100,Low
2012,Middle East,i3,6874,33084,227419416,Low
2019,Africa,X3,737,73749,54353013,Low
2012,North America,X5,813,49126,39939438,Low
2014,North America,M3,5743,96577,554641711,Low
2013,Asia,M5,8934,104299,931807266,High
2015,Asia,X3,7474,97478,728550572,High
2021,South America,X3,3309,48050,158997450,Low
2017,Europe,7 Series,6832,118698,810944736,Low
2017,Africa,5 Series,7366,109250,804735500,High
2024,Africa,5 Series,5657,63788,360848716,Low
2020,North America,i3,6103,105353,642969359,Low
2013,Asia,X6,891,92436,82360476,Low
2010,Middle East,X1,7067,40216,284206472,High
2022,South America,M5,3913,71723,280652099,Low
2023,South America,X1,6720,66338,445791360,Low
2023,Middle East,3 Series,1121,69422,77822062,Low
2016,South America,X1,8143,69692,567501956,High
2015,Africa,3 Series,6224,45318,282059232,Low
2014,Asia,i8,8771,66908,586850068,High
2013,Asia,i3,4925,64000,315200000,Low
2015,Asia,i3,2869,32729,93899501,Low
2017,Asia,X3,9267,72064,667817088,High
2015,Europe,X3,2758,64511,177921338,Low
2012,Europe,X5,3345,48468,162125460,Low
2018,North America,X5,2830,96514,273134620,Low
2012,Europe,X1,5067,104131,527631777,Low
2013,Asia,M5,7095,63253,448780035,High
2022,Asia,M3,7883,58428,460587924,High
2014,Asia,3 Series,6510,67705,440759550,Low
2020,Africa,M5,8210,34155,280412550,High
2011,Africa,3 Series,747,60015,44831205,Low
2020,South America,X5,7194,72057,518378058,High
2019,North America,X1,8883,55959,497083797,High
2024,North America,X5,851,92467,78689417,Low
2020,Middle East,X3,4430,61100,270673000,Low
2019,Africa,7 Series,1354,97245,131669730,Low
2011,South America,M3,282,93282,26305524,Low
2015,South America,X3,8015,49341,395468115,High
2024,Middle East,X6,864,76357,65972448,Low
2023,Asia,M3,3248,65569,212968112,Low
2011,Asia,X3,3161,86842,274507562,Low
2019,Africa,3 Series,8879,85621,760228859,High
2010,Africa,M5,7779,105170,818117430,High
2017,Middle East,X6,260,67737,17611620,Low
2019,Middle East,7 Series,1362,53512,72883344,Low
2023,Africa,3 Series,8620,60020,517372400,High
2019,North America,7 Series,785,60884,47793940,Low
2022,South America,X5,4633,108583,503065039,Low
2010,Middle East,5 Series,1229,70405,86527745,Low
2019,South America,3 Series,5526,108837,601433262,Low
2023,North America,X3,868,45535,39524380,Low
2015,Middle East,M5,1078,115016,123987248,Low
2021,Asia,X1,9427,30765,290021655,High
2023,Europe,3 Series,7730,60025,463993250,High
2010,North America,X1,6508,82401,536265708,Low
2017,Africa,X6,2100,58018,121837800,Low
2023,Asia,i3,2837,82073,232841101,Low
2014,Asia,M5,1997,58020,115865940,Low
2012,South America,X5,1189,117856,140130784,Low
2014,North America,X6,7202,63638,458320876,High
2024,Middle East,7 Series,3346,95806,320566876,Low
2022,Asia,i8,5472,74157,405787104,Low
2010,Africa,5 Series,7450,30588,227880600,High
2010,Africa,7 Series,6443,98333,633559519,Low
2021,Europe,i3,2970,93091,276480270,Low
2023,South America,7 Series,446,115700,51602200,Low
2013,Africa,i8,4287,98865,423834255,Low
2018,Africa,X1,8468,57674,488383432,High
2023,Africa,X1,1595,37686,60109170,Low
2018,South America,M5,8864,54652,484435328,High
2010,Africa,X5,879,75584,66438336,Low
2012,North America,5 Series,5619,85336,479502984,Low
2022,North America,3 Series,520,96412,50134240,Low
2021,North America,5 Series,1054,47702,50277908,Low
2013,Middle East,i8,4090,99831,408308790,Low
2011,Africa,X3,8496,53141,451485936,High
2016,Asia,X3,360,108769,39156840,Low
2012,Europe,3 Series,852,91671,78103692,Low
2010,South America,M5,9390,110043,1033303770,High
2010,South America,7 Series,9565,107630,1029480950,High
2012,North America,3 Series,4094,47907,196131258,Low
2015,North America,5 Series,4517,64496,291328432,Low
2013,Asia,M3,7740,102433,792831420,High
2010,Middle East,7 Series,8007,49906,399597342,High
2016,Middle East,X3,5637,116356,655898772,Low
2011,Europe,i3,8289,110514,916050546,High
2021,Africa,3 Series,4147,31114,129029758,Low
2014,Middle East,3 Series,3681,116914,430360434,Low
2017,Asia,X1,4121,107773,444132533,Low
2016,Middle East,3 Series,6647,59469,395290443,Low
2020,South America,X1,1799,58488,105219912,Low
2021,Europe,X3,2290,37760,86470400,Low
2017,Africa,X6,851,59136,50324736,Low
2022,Africa,7 Series,7545,55860,421463700,High
2019,North America,X6,2363,46746,110460798,Low
2023,Europe,i3,1326,75396,99975096,Low
2020,Africa,7 Series,1173,60935,71476755,Low
2015,Europe,i8,2905,89622,260351910,Low
2016,North America,i3,2384,32707,77973488,Low
2018,Middle East,5 Series,8633,70562,609161746,High
2015,North America,i8,7942,99198,787830516,High
2018,Middle East,3 Series,1446,48463,70077498,Low
2024,North America,3 Series,1886,45070,85002020,Low
2022,Europe,i8,1546,65320,100984720,Low
2021,South America,7 Series,3442,115082,396112244,Low
2011,Middle East,i3,6033,79672,480661176,Low
2022,South America,7 Series,4674,111633,521772642,Low
2011,North America,i3,7746,37379,289537734,High
2023,Europe,i3,2874,93171,267773454,Low
2011,Middle East,i3,3327,42467,141287709,Low
2015,Asia,X5,2287,66529,152151823,Low
2011,North America,M3,6412,51107,327698084,Low
2012,Europe,5 Series,3171,117453,372443463,Low
2022,Middle East,7 Series,6561,65350,428761350,Low
2017,Middle East,X5,2359,58545,138107655,Low
2017,Middle East,X6,3680,70990,261243200,Low
2020,Middle East,i8,5759,115308,664058772,Low
2021,North America,i3,8604,98044,843570576,High
2013,Asia,3 Series,628,32405,20350340,Low
2018,Middle East,X1,6232,61345,382302040,Low
2017,Middle East,X5,1864,113300,211191200,Low
2010,Middle East,i3,7698,98797,760539306,High
2017,Middle East,M3,8505,112147,953810235,High
2010,North America,X3,5857,40515,237296355,Low
2024,South America,X6,4363,111041,484471883,Low
2013,South America,X5,2655,32990,87588450,Low
2019,Africa,X5,4172,70568,294409696,Low
2015,Asia,5 Series,5253,81751,429438003,Low
2016,Africa,X6,3382,32879,111196778,Low
2019,South America,X5,1034,100296,103706064,Low
2022,Africa,M3,3440,91710,315482400,Low
2013,North America,7 Series,8238,109924,905553912,High
2017,Asia,X3,3533,113573,401253409,Low
2017,Asia,X6,3716,88221,327829236,Low
2023,Asia,M3,3828,61604,235820112,Low
2023,South America,i3,8615,36861,317557515,High
2023,South America,i3,4047,89334,361534698,Low
2018,Asia,X3,3077,81671,251301667,Low
2023,Europe,M3,5653,115811,654679583,Low
2015,South America,3 Series,381,37878,14431518,Low
2013,South America,X5,8176,69597,569025072,High
2011,Asia,M5,5416,105942,573781872,Low
2024,Middle East,M3,1459,117466,171382894,Low
2016,Europe,i8,9333,116971,1091690343,High
2019,Africa,3 Series,8249,31252,257797748,High
2012,Asia,3 Series,3110,49104,152713440,Low
2020,Europe,M3,8222,92917,763963574,High
2022,Europe,3 Series,9236,72853,672870308,High
2021,Europe,i8,7961,49642,395199962,High
2012,Africa,7 Series,2455,69666,171030030,Low
2012,Asia,i8,6700,42565,285185500,Low
2013,Europe,X3,3920,30849,120928080,Low
2011,North America,X3,4973,55738,277185074,Low
2022,Middle East,X5,3898,36065,140581370,Low
2022,Africa,i8,9374,85693,803286182,High
2014,Europe,5 Series,1322,50057,66175354,Low
2012,Africa,X5,3258,30457,99228906,Low
2019,Africa,5 Series,952,91029,86659608,Low
2014,Asia,X1,3023,103695,313469985,Low
2021,Middle East,X3,3181,115727,368127587,Low
2022,Africa,7 Series,4941,90198,445668318,Low
2016,North America,M5,8607,48784,419883888,High
2018,Europe,7 Series,1940,48035,93187900,Low
2011,North America,7 Series,445,43611,19406895,Low
2018,Middle East,X5,8469,55780,472400820,High
2019,Africa,5 Series,9726,76366,742735716,High
2015,South America,7 Series,3578,75774,271119372,Low
2021,South America,3 Series,1541,31654,48778814,Low
2015,Africa,i8,754,37191,28042014,Low
2020,Europe,X3,8514,59292,504812088,High
2012,Asia,5 Series,708,62269,44086452,Low
2023,North America,3 Series,8180,110205,901476900,High
2019,South America,7 Series,4182,91912,384375984,Low
2022,Asia,i8,904,58835,53186840,Low
2018,Asia,i8,1517,89383,135594011,Low
2013,Middle East,M3,5345,96057,513424665,Low
2014,South America,i3,3917,56510,221349670,Low
2012,Asia,M3,1657,58176,96397632,Low
2014,Middle East,7 Series,7117,81337,578875429,High
2017,Asia,X3,5699,54113,308389987,Low
2017,North America,3 Series,311,96087,29883057,Low
2023,Middle East,X6,8570,88322,756919540,High
2017,Middle East,5 Series,5402,71671,387166742,Low
2015,Europe,X1,657,94543,62114751,Low
2024,South America,M5,936,105733,98966088,Low
2024,North America,i8,7259,72790,528382610,High
2010,Europe,5 Series,1929,70392,135786168,Low
2020,Africa,i8,7505,54445,408609725,High
2019,North America,3 Series,9426,99751,940252926,High
2021,Europe,M3,220,63734,14021480,Low
2015,Middle East,7 Series,1134,77252,87603768,Low
2021,Middle East,3 Series,7242,107261,776784162,High
2020,Europe,M5,5664,36763,208225632,Low
2019,North America,5 Series,5200,95676,497515200,Low
2016,North America,i8,4871,100848,491230608,Low
2023,Africa,i3,6191,60389,373868299,Low
2018,South America,X6,7602,48457,368370114,High
2021,Europe,5 Series,6349,77437,491647513,Low
2017,South America,X3,7491,72057,539778987,High
2020,Europe,7 Series,1350,43800,59130000,Low
2021,Asia,M5,2619,119354,312588126,Low
2017,Middle East,i8,5156,66212,341389072,Low
2024,Asia,M5,3979,80160,318956640,Low
2016,Middle East,M5,2160,59564,128658240,Low
2011,Middle East,3 Series,2619,111731,292623489,Low
2010,South America,X6,6439,117224,754805336,Low
2024,Middle East,7 Series,4049,95274,385764426,Low
2011,North America,7 Series,5662,74432,421433984,Low
2024,Europe,i8,8109,32082,260152938,High
2015,Asia,3 Series,1910,98261,187678510,Low
2022,Africa,i8,5598,96242,538762716,Low
2011,North America,M5,6877,31675,217828975,Low
2019,South America,X5,1546,89322,138091812,Low
2013,Europe,X6,6763,82963,561078769,Low
2024,Asia,i3,739,85617,63270963,Low
2019,Middle East,X6,3324,118481,393830844,Low
2012,Asia,M5,3136,71530,224318080,Low
2015,Asia,5 Series,4509,34882,157282938,Low
2021,North America,X6,6804,55452,377295408,Low
2021,Asia,M5,7669,48451,371570719,High
2022,Middle East,M3,8395,39985,335674075,High
2023,Africa,3 Series,5175,91243,472182525,Low
2017,Africa,X6,8526,64353,548673678,High
2020,North America,i3,269,106529,28656301,Low
2015,South America,X5,3323,70335,233723205,Low
2011,Africa,M5,1893,100099,189487407,Low
2014,North America,X3,6489,98610,639880290,Low
2020,North America,X6,9345,47398,442934310,High
2022,Middle East,3 Series,6867,98720,677910240,Low
2015,Africa,5 Series,6190,58748,363650120,Low
2018,Europe,X1,2920,84707,247344440,Low
2015,Asia,X1,3945,42181,166404045,Low
2019,Middle East,i8,3367,104651,352359917,Low
2014,North America,i8,1093,68648,75032264,Low
2010,Europe,i8,4786,55886,267470396,Low
2019,North America,i3,9187,79825,733352275,High
2014,Asia,7 Series,6948,104600,726760800,Low
2014,Middle East,X5,9888,86349,853818912,High
2015,Asia,i8,7816,93128,727888448,High
2016,South America,X3,3797,69906,265433082,Low
2022,North America,i3,5487,68850,377779950,Low
2022,Asia,7 Series,9982,36747,366808554,High
2013,Middle East,5 Series,4532,67045,303847940,Low
2016,Africa,i3,5498,83322,458104356,Low
2014,Europe,7 Series,2761,89152,246148672,Low
2015,South America,X3,2389,53112,126884568,Low
2013,South America,X1,9886,55184,545549024,High
2021,North America,M5,133,107890,14349370,Low
2017,Asia,5 Series,6965,79299,552317535,Low
2018,Middle East,3 Series,3809,39191,149278519,Low
2011,North America,M3,4055,45390,184056450,Low
2021,Europe,i8,3792,73438,278476896,Low
2020,North America,X6,659,61340,40423060,Low
2013,Asia,i8,1206,115724,139563144,Low
2020,Africa,3 Series,7190,104018,747889420,High
2017,South America,i8,1536,110539,169787904,Low
2017,Europe,i8,3994,96117,383891298,Low
2024,Middle East,5 Series,4092,58342,238735464,Low
2018,Europe,M3,8172,34337,280601964,High
2012,Asia,X3,9080,81246,737713680,High
2010,North America,i3,4093,110308,451490644,Low
2018,Europe,X3,8020,41419,332180380,High
2010,South America,X6,5816,88019,511918504,Low
2012,Europe,M5,5245,102368,536920160,Low
2012,Asia,i8,1571,44516,69934636,Low
2018,North America,i8,4089,81686,334014054,Low
2024,Asia,M3,5255,96506,507139030,Low
2010,Europe,X5,2096,102983,215852368,Low
2016,Europe,7 Series,4210,41306,173898260,Low
2011,Asia,i3,6163,110631,681818853,Low
2016,Middle East,X1,9895,116387,1151649365,High
2024,South America,X6,3872,39011,151050592,Low
2024,South America,X1,5467,80422,439667074,Low
2010,Asia,M3,2246,119320,267992720,Low
2022,Europe,i8,8236,95836,789305296,High
2019,South America,i3,4003,51141,204717423,Low
2019,Middle East,X3,8142,56851,462880842,High
2017,Middle East,X5,110,104749,11522390,Low
2019,Europe,5 Series,9155,114992,1052751760,High
2022,Asia,X1,3624,52415,189951960,Low
2019,Africa,3 Series,3849,108372,417123828,Low
2011,Asia,3 Series,8406,81677,686576862,High
2012,South America,M5,1513,50595,76550235,Low
2023,Europe,X5,7439,48890,363692710,High
2017,Middle East,M3,1671,77634,129726414,Low
2012,Asia,X3,9979,100040,998299160,High
2010,Asia,7 Series,6667,116447,776352149,Low
2018,South America,M3,2607,63743,166178001,Low
2017,Africa,X5,5208,62431,325140648,Low
2024,Asia,X1,1343,92492,124216756,Low
2013,Africa,i3,6433,89909,578384597,Low
2017,Europe,X1,6365,45861,291905265,Low
2023,Asia,X1,1432,90490,129581680,Low
2014,Africa,X5,7974,51150,407870100,High
2012,North America,M3,290,114862,33309980,Low
2010,North America,i8,869,61972,53853668,Low
2022,North America,X5,6336,47328,299870208,Low
2019,Europe,i8,8347,100345,837579715,High
2014,Middle East,X5,4469,63345,283088805,Low
2020,Europe,i3,734,119396,87636664,Low
2015,Asia,i8,7897,46984,371032648,High
2013,Europe,3 Series,4637,83609,387694933,Low
2016,Asia,3 Series,4616,62589,288910824,Low
2012,North America,7 Series,3742,78509,293780678,Low
2016,Asia,M3,7313,115226,842647738,High
2023,Europe,i8,582,119985,69831270,Low
2010,South America,5 Series,9121,97313,887591873,High
2016,North America,X1,9445,106539,1006260855,High
2010,Middle East,X6,9211,49534,456257674,High
2022,South America,X1,2009,119013,239097117,Low
2020,North America,X6,3374,49805,168042070,Low
2010,Europe,X5,3579,81467,291570393,Low
2011,Africa,3 Series,1927,59701,115043827,Low
2011,Africa,i8,336,45705,15356880,Low
2013,Africa,3 Series,9894,104742,1036317348,High
2022,Africa,7 Series,8414,90225,759153150,High
2010,South America,5 Series,2121,79219,168023499,Low
2013,Europe,5 Series,1474,75331,111037894,Low
2011,Middle East,i8,7537,98158,739816846,High
2013,South America,5 Series,8726,113976,994554576,High
2013,Middle East,X1,652,92703,60442356,Low
2018,Africa,5 Series,698,114392,79845616,Low
2018,Europe,i3,5223,44236,231044628,Low
2010,Asia,X3,5026,114562,575788612,Low
2014,Middle East,5 Series,6529,39399,257236071,Low
2016,Middle East,7 Series,8307,55888,464261616,High
2013,South America,X6,4123,63832,263179336,Low
2021,North America,i8,8241,69091,569378931,High
2014,Asia,i8,8100,83535,676633500,High
2011,Asia,5 Series,6077,46830,284585910,Low
2012,South America,M5,3393,34778,118001754,Low
2016,Middle East,X1,7970,74177,591190690,High
2019,North America,3 Series,8200,62807,515017400,High
2022,Asia,i8,8135,54388,442446380,High
2024,Europe,5 Series,7960,71061,565645560,High
2016,North America,X3,4008,70418,282235344,Low
2013,South America,i8,9581,84620,810744220,High
