Model,Category,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM
M3,Performance Sedan,Petrol,Automatic,2.7,102657
3 Series,Sedan,Hybrid,Automatic,2.2,13088
X1,SUV,Diesel,Manual,3,181668
5 Series,Sedan,Electric,Manual,2.7,179487
5 Series,Sedan,Hybrid,Automatic,3.4,5375
5 Series,Sedan,Diesel,Automatic,4.4,128464
i8,Hybrid Sports Car,Hybrid,Automatic,4.9,43421
i3,Electric Hatchback,Electric,Automatic,2.4,44301
X6,SUV-Coupe,Diesel,Automatic,1.9,108323
3 Series,Sedan,Diesel,Manual,2.9,64844
X3,SUV,Electric,Manual,2,123193
3 Series,Sedan,Hybrid,Manual,4.4,183759
X3,SUV,Hybrid,Manual,3.3,50524
5 Series,Sedan,Diesel,Manual,3.7,75607
M3,Performance Sedan,Diesel,Manual,2,186001
M5,Performance Sedan,Electric,Automatic,4.1,134023
X1,SUV,Hybrid,Automatic,4.9,92612
i3,Electric Hatchback,Petrol,Manual,3.2,126978
5 Series,Sedan,Diesel,Manual,4.9,93765
3 Series,Sedan,Diesel,Automatic,1.6,83052
3 Series,Sedan,Petrol,Manual,1.6,39038
i3,Electric Hatchback,Electric,Manual,4.9,143120
7 Series,Sedan,Electric,Manual,4,166456
X1,SUV,Electric,Manual,2.2,116212
X5,SUV,Electric,Automatic,2.8,104533
3 Series,Sedan,Electric,Automatic,3.3,20840
X6,SUV-Coupe,Diesel,Manual,4,124129
5 Series,Sedan,Diesel,Manual,4.4,58038
7 Series,Sedan,Petrol,Manual,1.8,88261
X3,SUV,Diesel,Manual,3.8,169642
i3,Electric Hatchback,Hybrid,Manual,3.2,7995
X5,SUV,Diesel,Automatic,3.6,23258
X3,SUV,Petrol,Automatic,3.3,127408
M3,Performance Sedan,Petrol,Automatic,3.1,131405
M5,Performance Sedan,Electric,Manual,2.2,190618
X1,SUV,Diesel,Automatic,3.2,69712
X3,SUV,Electric,Manual,2.2,34252
X3,SUV,Petrol,Manual,1.7,119989
3 Series,Sedan,Diesel,Automatic,2.8,127615
3 Series,Sedan,Diesel,Automatic,1.6,49384
X1,SUV,Petrol,Automatic,3.5,114580
7 Series,Sedan,Electric,Manual,1.8,116802
X1,SUV,Diesel,Automatic,3,107881
7 Series,Sedan,Petrol,Automatic,4.9,155243
i3,Electric Hatchback,Diesel,Manual,1.5,107578
M5,Performance Sedan,Petrol,Manual,2.8,55680
7 Series,Sedan,Petrol,Automatic,3.9,20749
i8,Hybrid Sports Car,Hybrid,Automatic,2.1,75133
M3,Performance Sedan,Diesel,Manual,3.5,23079
M3,Performance Sedan,Hybrid,Manual,2.4,11241
X1,SUV,Petrol,Manual,2.3,40712
X5,SUV,Hybrid,Automatic,4.6,197444
5 Series,Sedan,Diesel,Automatic,2.2,166591
7 Series,Sedan,Hybrid,Automatic,2.8,90427
X6,SUV-Coupe,Electric,Manual,2.1,173600
X3,SUV,Diesel,Manual,2.5,161483
M5,Performance Sedan,Hybrid,Manual,2.5,94003
X5,SUV,Hybrid,Automatic,2.6,167014
X6,SUV-Coupe,Hybrid,Automatic,3.7,24394
i8,Hybrid Sports Car,Electric,Manual,4.1,28943
3 Series,Sedan,Electric,Manual,3.3,77570
X6,SUV-Coupe,Diesel,Manual,3.6,27396
M3,Performance Sedan,Diesel,Manual,4.3,4327
3 Series,Sedan,Electric,Manual,5,94141
X3,SUV,Petrol,Manual,3.1,143479
3 Series,Sedan,Diesel,Manual,4.8,191343
i3,Electric Hatchback,Electric,Manual,3.2,140682
M3,Performance Sedan,Hybrid,Automatic,4.2,62932
M5,Performance Sedan,Hybrid,Automatic,3.5,120699
X5,SUV,Hybrid,Automatic,4.6,177770
5 Series,Sedan,Hybrid,Automatic,3.1,119825
7 Series,Sedan,Hybrid,Automatic,3.9,193066
X3,SUV,Electric,Manual,3.1,166630
M5,Performance Sedan,Diesel,Manual,4.5,168753
X6,SUV-Coupe,Electric,Automatic,5,144869
i3,Electric Hatchback,Diesel,Automatic,2.4,139431
X5,SUV,Diesel,Manual,3.2,166348
5 Series,Sedan,Hybrid,Manual,1.8,49570
i8,Hybrid Sports Car,Hybrid,Manual,2,58808
M5,Performance Sedan,Petrol,Automatic,4.8,181943
X6,SUV-Coupe,Diesel,Manual,3.4,40022
X6,SUV-Coupe,Electric,Manual,2.9,170119
i8,Hybrid Sports Car,Hybrid,Automatic,3.9,109582
i3,Electric Hatchback,Hybrid,Automatic,3.5,112930
i8,Hybrid Sports Car,Electric,Automatic,2.5,92747
i3,Electric Hatchback,Electric,Automatic,2.3,32648
X5,SUV,Electric,Automatic,3.6,85414
7 Series,Sedan,Diesel,Manual,2.2,197984
X1,SUV,Petrol,Manual,2,143291
M3,Performance Sedan,Petrol,Manual,2.6,130525
X3,SUV,Hybrid,Manual,4.5,46250
i3,Electric Hatchback,Hybrid,Automatic,1.6,29758
M3,Performance Sedan,Hybrid,Automatic,4.4,116393
M3,Performance Sedan,Petrol,Automatic,3.7,80033
X5,SUV,Petrol,Manual,1.6,63869
M3,Performance Sedan,Petrol,Manual,3.6,116368
5 Series,Sedan,Hybrid,Automatic,3,91456
7 Series,Sedan,Diesel,Automatic,4.4,162677
M3,Performance Sedan,Diesel,Automatic,4.7,114530
M5,Performance Sedan,Petrol,Manual,2.5,70841
i3,Electric Hatchback,Diesel,Automatic,4.2,95113
5 Series,Sedan,Diesel,Automatic,2.6,60128
7 Series,Sedan,Petrol,Automatic,2.5,45005
5 Series,Sedan,Electric,Manual,2.2,134901
7 Series,Sedan,Electric,Manual,3.9,81413
7 Series,Sedan,Diesel,Manual,2.4,105265
i3,Electric Hatchback,Diesel,Manual,3.1,171283
X1,SUV,Hybrid,Manual,4.3,15259
i3,Electric Hatchback,Hybrid,Manual,4.3,42612
X1,SUV,Hybrid,Automatic,4.5,153701
X1,SUV,Petrol,Manual,2.1,109813
M5,Performance Sedan,Diesel,Manual,3.6,87999
5 Series,Sedan,Diesel,Manual,4.7,55437
7 Series,Sedan,Diesel,Automatic,1.6,3652
M5,Performance Sedan,Electric,Automatic,4.3,192238
X5,SUV,Petrol,Manual,2.4,194404
5 Series,Sedan,Electric,Automatic,3.8,182349
i3,Electric Hatchback,Petrol,Manual,4,122614
M3,Performance Sedan,Petrol,Manual,4.7,34809
X1,SUV,Petrol,Manual,3.3,171233
M5,Performance Sedan,Electric,Automatic,4.5,189648
M3,Performance Sedan,Diesel,Automatic,1.7,180261
X6,SUV-Coupe,Electric,Manual,3,73054
7 Series,Sedan,Diesel,Manual,3,112800
X6,SUV-Coupe,Hybrid,Manual,3.4,68083
X5,SUV,Petrol,Automatic,3.2,61493
M5,Performance Sedan,Hybrid,Manual,4.9,153147
X5,SUV,Electric,Automatic,1.8,190190
X6,SUV-Coupe,Electric,Automatic,2.4,191875
7 Series,Sedan,Hybrid,Manual,4.9,130613
i3,Electric Hatchback,Electric,Manual,3.1,44772
X6,SUV-Coupe,Electric,Automatic,3.5,113812
X5,SUV,Diesel,Automatic,1.8,169240
X1,SUV,Diesel,Manual,2.5,67890
X5,SUV,Diesel,Automatic,1.6,169614
X6,SUV-Coupe,Petrol,Automatic,2,158961
M5,Performance Sedan,Diesel,Automatic,3.7,140030
7 Series,Sedan,Electric,Automatic,4.2,35260
X6,SUV-Coupe,Hybrid,Automatic,4.5,183136
X3,SUV,Petrol,Automatic,2.4,25620
i3,Electric Hatchback,Diesel,Manual,2.7,114410
X5,SUV,Diesel,Manual,3.5,125310
X6,SUV-Coupe,Electric,Manual,1.8,124843
M5,Performance Sedan,Electric,Automatic,4.3,65752
X6,SUV-Coupe,Petrol,Manual,3.2,23586
7 Series,Sedan,Diesel,Automatic,4.9,69910
i3,Electric Hatchback,Diesel,Manual,1.9,141295
X6,SUV-Coupe,Hybrid,Automatic,2,8175
M3,Performance Sedan,Electric,Manual,2.7,89142
X1,SUV,Petrol,Automatic,2.2,196500
X3,SUV,Hybrid,Automatic,3.9,39063
X3,SUV,Diesel,Automatic,4.8,198972
X3,SUV,Petrol,Automatic,1.8,143993
5 Series,Sedan,Diesel,Automatic,2.3,166616
i3,Electric Hatchback,Petrol,Manual,2.3,101957
M3,Performance Sedan,Hybrid,Automatic,3.3,48372
i3,Electric Hatchback,Hybrid,Manual,3.1,177150
X5,SUV,Petrol,Manual,4,135779
M5,Performance Sedan,Petrol,Automatic,4.1,191165
7 Series,Sedan,Hybrid,Manual,3.5,84193
i8,Hybrid Sports Car,Petrol,Automatic,3.6,149351
3 Series,Sedan,Electric,Manual,4.4,91151
7 Series,Sedan,Diesel,Manual,2.9,173040
M5,Performance Sedan,Electric,Automatic,1.5,181396
5 Series,Sedan,Diesel,Automatic,2.2,100994
M5,Performance Sedan,Hybrid,Automatic,1.6,73325
M3,Performance Sedan,Electric,Automatic,2.9,160070
5 Series,Sedan,Petrol,Manual,2.8,97047
3 Series,Sedan,Petrol,Automatic,1.8,50665
X5,SUV,Hybrid,Manual,4.1,197240
i3,Electric Hatchback,Hybrid,Automatic,3.4,91539
X3,SUV,Hybrid,Automatic,2.3,133537
M3,Performance Sedan,Petrol,Manual,4.2,102573
M5,Performance Sedan,Hybrid,Manual,3.8,123847
X5,SUV,Diesel,Manual,2.2,93912
i8,Hybrid Sports Car,Diesel,Automatic,4.9,84083
i8,Hybrid Sports Car,Hybrid,Manual,2.1,76709
5 Series,Sedan,Hybrid,Automatic,4.2,172187
X5,SUV,Petrol,Automatic,4.9,154428
i8,Hybrid Sports Car,Petrol,Automatic,4,99480
X6,SUV-Coupe,Petrol,Automatic,3.8,56011
X5,SUV,Electric,Automatic,4.7,73718
i8,Hybrid Sports Car,Electric,Automatic,2.4,31441
3 Series,Sedan,Hybrid,Automatic,2.5,140704
M5,Performance Sedan,Petrol,Manual,3.7,41254
M3,Performance Sedan,Electric,Manual,4.6,149899
i3,Electric Hatchback,Electric,Manual,3.7,151757
X5,SUV,Electric,Automatic,4.9,80787
X1,SUV,Diesel,Automatic,2.3,129384
M5,Performance Sedan,Petrol,Manual,4.4,89329
i8,Hybrid Sports Car,Electric,Manual,4.7,71569
X3,SUV,Hybrid,Manual,3,169161
X5,SUV,Petrol,Manual,4.9,103184
5 Series,Sedan,Hybrid,Automatic,2.2,178052
i3,Electric Hatchback,Diesel,Manual,4.8,84031
X5,SUV,Diesel,Manual,4.7,185755
3 Series,Sedan,Diesel,Manual,1.7,41444
3 Series,Sedan,Diesel,Manual,3.3,38612
M5,Performance Sedan,Hybrid,Automatic,3.4,65318
X5,SUV,Electric,Automatic,1.7,150634
3 Series,Sedan,Hybrid,Automatic,1.6,29950
M3,Performance Sedan,Electric,Automatic,1.5,81868
M3,Performance Sedan,Hybrid,Automatic,3.3,70895
X6,SUV-Coupe,Diesel,Automatic,3.1,195692
X6,SUV-Coupe,Petrol,Manual,4.8,118760
7 Series,Sedan,Electric,Automatic,2.7,15857
X3,SUV,Hybrid,Automatic,3.8,65020
X5,SUV,Electric,Manual,1.5,171697
M5,Performance Sedan,Diesel,Manual,3.8,103780
X1,SUV,Petrol,Automatic,4.7,10069
M5,Performance Sedan,Petrol,Manual,2.7,10724
M5,Performance Sedan,Diesel,Manual,2.6,186634
i8,Hybrid Sports Car,Diesel,Manual,3.7,194520
5 Series,Sedan,Electric,Automatic,2.6,51865
X3,SUV,Electric,Automatic,2.9,34569
i3,Electric Hatchback,Electric,Automatic,2.5,21933
i8,Hybrid Sports Car,Hybrid,Automatic,2.7,180050
5 Series,Sedan,Hybrid,Automatic,3.9,73874
5 Series,Sedan,Diesel,Automatic,4.7,187043
M5,Performance Sedan,Diesel,Manual,3.5,75508
3 Series,Sedan,Electric,Automatic,1.5,99447
M3,Performance Sedan,Electric,Automatic,2.4,106769
X1,SUV,Hybrid,Automatic,4.8,130567
7 Series,Sedan,Petrol,Automatic,4.7,171268
X3,SUV,Petrol,Automatic,1.9,192583
M5,Performance Sedan,Petrol,Manual,4.7,77085
i3,Electric Hatchback,Petrol,Manual,4.9,97543
i3,Electric Hatchback,Diesel,Manual,2.6,28835
X6,SUV-Coupe,Petrol,Automatic,4,162889
i3,Electric Hatchback,Petrol,Manual,3.5,116378
M5,Performance Sedan,Diesel,Automatic,2.7,190194
X5,SUV,Diesel,Automatic,2,135804
M5,Performance Sedan,Electric,Automatic,2.8,360
5 Series,Sedan,Hybrid,Automatic,4.7,188174
X3,SUV,Diesel,Automatic,4.3,123219
i3,Electric Hatchback,Electric,Manual,2.7,141521
5 Series,Sedan,Electric,Automatic,3.4,181750
i8,Hybrid Sports Car,Electric,Automatic,2.9,88358
X5,SUV,Electric,Automatic,3.1,107893
X3,SUV,Electric,Automatic,4.2,32203
M5,Performance Sedan,Hybrid,Automatic,3.4,66541
7 Series,Sedan,Petrol,Manual,2.1,76074
X5,SUV,Diesel,Manual,2.4,173424
X6,SUV-Coupe,Diesel,Manual,3.5,178850
M5,Performance Sedan,Diesel,Manual,3.9,124466
i8,Hybrid Sports Car,Petrol,Manual,3.3,8997
i8,Hybrid Sports Car,Diesel,Manual,3.7,149594
i8,Hybrid Sports Car,Petrol,Automatic,4.3,94279
5 Series,Sedan,Hybrid,Automatic,3.4,137634
X3,SUV,Hybrid,Automatic,4.9,179891
3 Series,Sedan,Hybrid,Automatic,2.3,40031
X5,SUV,Electric,Manual,4.7,189448
X3,SUV,Hybrid,Automatic,2.4,33451
M5,Performance Sedan,Petrol,Manual,3.4,114695
X1,SUV,Hybrid,Manual,3.1,42567
M5,Performance Sedan,Hybrid,Automatic,2.8,29824
X3,SUV,Hybrid,Manual,4.9,165912
5 Series,Sedan,Electric,Manual,2.5,8095
X6,SUV-Coupe,Electric,Automatic,3.9,195517
X6,SUV-Coupe,Diesel,Manual,4.3,101897
M5,Performance Sedan,Petrol,Manual,2.2,84847
5 Series,Sedan,Electric,Manual,4.9,147171
i3,Electric Hatchback,Electric,Automatic,3.4,40405
3 Series,Sedan,Hybrid,Manual,4.7,159632
5 Series,Sedan,Hybrid,Automatic,3.8,86908
M5,Performance Sedan,Hybrid,Manual,3.8,40842
7 Series,Sedan,Hybrid,Manual,2.7,13742
M3,Performance Sedan,Hybrid,Manual,4.2,99055
M3,Performance Sedan,Hybrid,Automatic,1.6,75048
5 Series,Sedan,Petrol,Manual,3.4,99727
M3,Performance Sedan,Petrol,Automatic,1.6,183448
M3,Performance Sedan,Diesel,Automatic,2.6,101917
X1,SUV,Petrol,Automatic,1.8,22475
M3,Performance Sedan,Hybrid,Automatic,4.7,23278
7 Series,Sedan,Diesel,Manual,3.7,86460
3 Series,Sedan,Petrol,Manual,3.8,55344
X1,SUV,Hybrid,Automatic,4.5,122713
X5,SUV,Electric,Manual,4.1,94681
X1,SUV,Hybrid,Automatic,1.9,68939
i8,Hybrid Sports Car,Electric,Manual,3.7,100649
i3,Electric Hatchback,Diesel,Manual,4.9,135230
X3,SUV,Electric,Manual,2.2,118110
X6,SUV-Coupe,Hybrid,Manual,3.7,15897
i8,Hybrid Sports Car,Petrol,Manual,3.5,71077
3 Series,Sedan,Electric,Automatic,2.9,126405
i8,Hybrid Sports Car,Petrol,Manual,4.8,152064
M3,Performance Sedan,Hybrid,Automatic,2.7,78401
M5,Performance Sedan,Petrol,Manual,1.8,116058
i8,Hybrid Sports Car,Petrol,Manual,4.9,43953
M5,Performance Sedan,Electric,Manual,4.1,44809
i3,Electric Hatchback,Hybrid,Automatic,2.7,64968
7 Series,Sedan,Electric,Automatic,2.5,195891
i8,Hybrid Sports Car,Hybrid,Manual,4.7,158218
X5,SUV,Electric,Automatic,2.5,86531
5 Series,Sedan,Diesel,Manual,3.4,75135
X6,SUV-Coupe,Petrol,Automatic,2.3,118630
5 Series,Sedan,Electric,Automatic,5,107866
M3,Performance Sedan,Diesel,Automatic,4.2,142736
M3,Performance Sedan,Diesel,Automatic,3.5,196872
X3,SUV,Petrol,Automatic,4.1,109166
i8,Hybrid Sports Car,Electric,Manual,4.7,143877
M3,Performance Sedan,Petrol,Manual,4.9,104156
3 Series,Sedan,Electric,Manual,4.3,161732
i8,Hybrid Sports Car,Electric,Automatic,4.5,176116
X5,SUV,Hybrid,Automatic,2.9,15094
X5,SUV,Electric,Automatic,2.9,193297
M5,Performance Sedan,Petrol,Manual,4.3,123917
X1,SUV,Petrol,Manual,4.2,56715
i8,Hybrid Sports Car,Diesel,Manual,4.7,122951
i8,Hybrid Sports Car,Diesel,Automatic,2,104773
7 Series,Sedan,Electric,Automatic,3.9,184251
X5,SUV,Electric,Manual,3.8,158163
X1,SUV,Petrol,Manual,4.3,187862
i3,Electric Hatchback,Hybrid,Manual,1.6,52470
X1,SUV,Petrol,Automatic,4.4,68432
7 Series,Sedan,Petrol,Manual,2.6,184372
5 Series,Sedan,Petrol,Manual,3.9,24438
3 Series,Sedan,Petrol,Manual,3.7,187981
X3,SUV,Hybrid,Automatic,3,176001
X6,SUV-Coupe,Hybrid,Automatic,4.1,132076
M3,Performance Sedan,Hybrid,Manual,4.9,190986
M5,Performance Sedan,Hybrid,Automatic,2.6,105014
X5,SUV,Diesel,Manual,4.1,3168
i3,Electric Hatchback,Electric,Manual,2.6,160140
i8,Hybrid Sports Car,Hybrid,Manual,4.5,62106
i3,Electric Hatchback,Diesel,Manual,3,31677
7 Series,Sedan,Diesel,Manual,3.1,35339
X3,SUV,Petrol,Automatic,4.2,77796
M3,Performance Sedan,Hybrid,Automatic,3.2,181950
7 Series,Sedan,Hybrid,Manual,2.4,52206
3 Series,Sedan,Petrol,Automatic,5,34434
X5,SUV,Hybrid,Automatic,3.7,41731
i3,Electric Hatchback,Electric,Manual,3.8,21774
X6,SUV-Coupe,Petrol,Manual,3.8,40155
M5,Performance Sedan,Petrol,Automatic,4.6,115246
7 Series,Sedan,Petrol,Manual,2.1,65175
5 Series,Sedan,Electric,Manual,1.7,67525
X1,SUV,Hybrid,Automatic,2.9,163530
i3,Electric Hatchback,Diesel,Automatic,3.5,98524
X1,SUV,Petrol,Manual,2.5,99727
X6,SUV-Coupe,Petrol,Automatic,3.9,126284
X1,SUV,Petrol,Automatic,1.8,65482
7 Series,Sedan,Electric,Manual,4.3,91361
M5,Performance Sedan,Petrol,Automatic,4,156241
i3,Electric Hatchback,Electric,Automatic,2.2,94776
X1,SUV,Diesel,Automatic,2.5,199208
i3,Electric Hatchback,Electric,Automatic,4.3,186798
i3,Electric Hatchback,Petrol,Manual,4.2,98534
i3,Electric Hatchback,Hybrid,Automatic,4.3,110781
M3,Performance Sedan,Electric,Automatic,2.6,10397
i3,Electric Hatchback,Petrol,Manual,4.9,26126
X1,SUV,Diesel,Automatic,4,54515
X1,SUV,Electric,Manual,1.7,110609
7 Series,Sedan,Diesel,Manual,3.2,23452
3 Series,Sedan,Electric,Automatic,3.8,89401
M5,Performance Sedan,Diesel,Manual,2.1,49884
M5,Performance Sedan,Petrol,Automatic,4.7,12380
X6,SUV-Coupe,Hybrid,Manual,4.1,180139
X6,SUV-Coupe,Hybrid,Automatic,1.8,104005
X3,SUV,Diesel,Manual,4.7,138981
i3,Electric Hatchback,Electric,Manual,2.9,165503
X1,SUV,Hybrid,Automatic,3.1,29015
i3,Electric Hatchback,Petrol,Automatic,4.2,35332
3 Series,Sedan,Petrol,Manual,3.8,127976
5 Series,Sedan,Petrol,Automatic,3,179199
i3,Electric Hatchback,Electric,Manual,2.4,3530
X3,SUV,Diesel,Manual,3.3,27202
X3,SUV,Petrol,Automatic,3.5,30172
M5,Performance Sedan,Hybrid,Manual,3.7,190174
i8,Hybrid Sports Car,Petrol,Manual,3.6,197895
M3,Performance Sedan,Hybrid,Manual,3.7,123009
3 Series,Sedan,Electric,Automatic,3.2,4700
X1,SUV,Petrol,Automatic,3.5,150457
M5,Performance Sedan,Electric,Automatic,2.5,86052
M3,Performance Sedan,Electric,Automatic,2.1,122920
3 Series,Sedan,Diesel,Automatic,3.6,158151
3 Series,Sedan,Diesel,Automatic,1.7,9251
X6,SUV-Coupe,Petrol,Automatic,1.7,85197
X1,SUV,Petrol,Automatic,2.4,189515
i8,Hybrid Sports Car,Electric,Automatic,2.2,56182
X1,SUV,Electric,Manual,2.8,4698
X6,SUV-Coupe,Diesel,Automatic,2.8,2834
M5,Performance Sedan,Diesel,Automatic,1.9,31474
i3,Electric Hatchback,Petrol,Manual,2.4,37196
M5,Performance Sedan,Petrol,Manual,1.5,52124
i8,Hybrid Sports Car,Diesel,Automatic,2.7,40946
3 Series,Sedan,Electric,Automatic,4.3,45319
5 Series,Sedan,Diesel,Automatic,2.4,4284
7 Series,Sedan,Hybrid,Automatic,3.8,148151
X6,SUV-Coupe,Petrol,Manual,1.8,123001
3 Series,Sedan,Diesel,Manual,1.5,58317
3 Series,Sedan,Diesel,Automatic,3.2,53894
M3,Performance Sedan,Hybrid,Manual,3.1,95683
3 Series,Sedan,Hybrid,Manual,2.2,117360
X6,SUV-Coupe,Hybrid,Manual,2.5,3988
7 Series,Sedan,Electric,Automatic,1.6,31276
X6,SUV-Coupe,Petrol,Manual,4.3,6795
M5,Performance Sedan,Electric,Manual,2.6,167302
7 Series,Sedan,Electric,Automatic,2.3,165794
i8,Hybrid Sports Car,Diesel,Automatic,4.3,113546
M3,Performance Sedan,Diesel,Automatic,1.6,30436
7 Series,Sedan,Petrol,Manual,2.5,39465
M5,Performance Sedan,Hybrid,Manual,2.4,94209
5 Series,Sedan,Petrol,Automatic,2.4,165813
7 Series,Sedan,Hybrid,Manual,1.5,43362
X6,SUV-Coupe,Hybrid,Automatic,4.8,188389
X5,SUV,Electric,Automatic,4.5,199759
5 Series,Sedan,Diesel,Manual,3,16050
M5,Performance Sedan,Diesel,Automatic,3.1,137503
M3,Performance Sedan,Hybrid,Automatic,3.3,161011
M3,Performance Sedan,Electric,Manual,3.2,76489
3 Series,Sedan,Diesel,Automatic,4.2,16395
7 Series,Sedan,Petrol,Manual,3.2,135534
i3,Electric Hatchback,Petrol,Manual,2.2,193478
i8,Hybrid Sports Car,Electric,Automatic,1.9,20780
X3,SUV,Petrol,Automatic,4.7,43488
X5,SUV,Petrol,Automatic,1.7,151656
i8,Hybrid Sports Car,Electric,Manual,4.6,24544
i3,Electric Hatchback,Petrol,Automatic,3.9,36421
X3,SUV,Diesel,Manual,2.9,193709
X6,SUV-Coupe,Electric,Automatic,2.2,92447
3 Series,Sedan,Petrol,Manual,2.6,161699
i3,Electric Hatchback,Electric,Manual,3.4,71298
i8,Hybrid Sports Car,Electric,Automatic,3.8,60452
7 Series,Sedan,Diesel,Manual,3.9,19053
i3,Electric Hatchback,Hybrid,Manual,3.1,30031
X5,SUV,Electric,Manual,2.8,111875
X5,SUV,Petrol,Automatic,4.2,103420
7 Series,Sedan,Electric,Manual,4.7,130807
i3,Electric Hatchback,Diesel,Manual,4.7,79786
i8,Hybrid Sports Car,Hybrid,Automatic,3.4,168017
X3,SUV,Petrol,Manual,1.8,52010
5 Series,Sedan,Hybrid,Automatic,1.8,51170
X3,SUV,Hybrid,Manual,2.9,169793
i3,Electric Hatchback,Hybrid,Automatic,4.1,139309
X6,SUV-Coupe,Petrol,Manual,3.2,183938
X5,SUV,Hybrid,Manual,3.7,132002
M5,Performance Sedan,Hybrid,Automatic,4.5,144887
i3,Electric Hatchback,Hybrid,Manual,1.6,96654
M5,Performance Sedan,Electric,Manual,4.7,87410
i3,Electric Hatchback,Electric,Manual,2.7,108278
X3,SUV,Diesel,Manual,1.7,196855
3 Series,Sedan,Electric,Manual,4.4,45903
X5,SUV,Electric,Automatic,4.8,157003
X5,SUV,Electric,Automatic,4.2,141252
5 Series,Sedan,Hybrid,Automatic,4.3,181962
7 Series,Sedan,Hybrid,Automatic,4.5,173701
M3,Performance Sedan,Petrol,Manual,3.3,100091
X1,SUV,Hybrid,Automatic,3.9,35981
i3,Electric Hatchback,Electric,Manual,2.5,165359
X1,SUV,Diesel,Manual,2.4,89558
X3,SUV,Petrol,Automatic,3.6,155881
X1,SUV,Petrol,Automatic,4.1,55043
M5,Performance Sedan,Petrol,Manual,2.9,90482
3 Series,Sedan,Electric,Automatic,2.9,105862
3 Series,Sedan,Petrol,Manual,4.8,181954
i3,Electric Hatchback,Diesel,Automatic,3.3,8834
i3,Electric Hatchback,Petrol,Manual,5,16415
3 Series,Sedan,Electric,Automatic,4.5,61123
i8,Hybrid Sports Car,Hybrid,Automatic,3.7,91626
i3,Electric Hatchback,Electric,Automatic,1.5,149897
M3,Performance Sedan,Hybrid,Automatic,2.5,172798
i8,Hybrid Sports Car,Hybrid,Automatic,3,63889
X1,SUV,Hybrid,Automatic,3.8,94685
X6,SUV-Coupe,Hybrid,Manual,2.9,27122
X3,SUV,Diesel,Manual,4.4,177179
i8,Hybrid Sports Car,Electric,Manual,3.8,12970
X5,SUV,Hybrid,Manual,2.7,48591
7 Series,Sedan,Petrol,Manual,4.2,56691
X6,SUV-Coupe,Diesel,Automatic,2.6,104349
i8,Hybrid Sports Car,Electric,Manual,1.7,62846
X5,SUV,Electric,Manual,2.1,132520
M3,Performance Sedan,Hybrid,Manual,1.5,118182
5 Series,Sedan,Petrol,Manual,4.4,126436
X1,SUV,Diesel,Automatic,3.7,57417
i8,Hybrid Sports Car,Diesel,Automatic,3.5,80024
X1,SUV,Electric,Manual,3.8,76682
M5,Performance Sedan,Diesel,Manual,3.8,74619
3 Series,Sedan,Electric,Automatic,3.5,156374
X6,SUV-Coupe,Diesel,Manual,4.4,94613
5 Series,Sedan,Diesel,Manual,3,29843
M3,Performance Sedan,Hybrid,Manual,4.3,182788
i3,Electric Hatchback,Diesel,Automatic,4.3,142334
M5,Performance Sedan,Petrol,Manual,2.2,5072
M3,Performance Sedan,Hybrid,Automatic,3.1,195473
M3,Performance Sedan,Petrol,Manual,4.4,61774
X5,SUV,Hybrid,Manual,4.4,166237
M3,Performance Sedan,Petrol,Manual,1.6,28363
X1,SUV,Petrol,Manual,2.3,118145
5 Series,Sedan,Hybrid,Manual,3,164070
7 Series,Sedan,Hybrid,Manual,1.7,1410
X1,SUV,Diesel,Manual,2.4,15659
X1,SUV,Petrol,Manual,2.4,30029
X6,SUV-Coupe,Petrol,Automatic,2.3,34851
X5,SUV,Electric,Manual,2.9,164856
X6,SUV-Coupe,Electric,Automatic,4.3,113060
X3,SUV,Petrol,Manual,2.4,45042
i8,Hybrid Sports Car,Diesel,Automatic,3.5,177558
M5,Performance Sedan,Hybrid,Manual,3.5,83380
X6,SUV-Coupe,Hybrid,Manual,4.4,126030
X6,SUV-Coupe,Petrol,Automatic,2.9,91581
X3,SUV,Electric,Manual,2.3,155384
M3,Performance Sedan,Hybrid,Manual,4.6,26681
X6,SUV-Coupe,Hybrid,Manual,4.4,175648
M3,Performance Sedan,Petrol,Manual,3.7,31288
M5,Performance Sedan,Electric,Automatic,1.8,143536
X5,SUV,Electric,Manual,1.6,72011
i3,Electric Hatchback,Hybrid,Automatic,2.1,188594
i3,Electric Hatchback,Hybrid,Automatic,2.2,162967
X6,SUV-Coupe,Hybrid,Automatic,2,186182
X3,SUV,Diesel,Manual,2.4,106387
M3,Performance Sedan,Petrol,Manual,2.7,168156
3 Series,Sedan,Petrol,Automatic,4.1,197751
7 Series,Sedan,Electric,Automatic,4,37035
M5,Performance Sedan,Electric,Manual,1.9,144693
7 Series,Sedan,Diesel,Manual,4.9,108806
7 Series,Sedan,Petrol,Automatic,4.1,2308
M5,Performance Sedan,Hybrid,Automatic,2.1,35555
i3,Electric Hatchback,Diesel,Automatic,1.9,186848
X6,SUV-Coupe,Diesel,Manual,1.8,45686
5 Series,Sedan,Electric,Automatic,4.1,130739
X3,SUV,Petrol,Automatic,2.3,133452
X1,SUV,Electric,Automatic,1.8,31391
X3,SUV,Diesel,Manual,3,1508
X6,SUV-Coupe,Hybrid,Manual,4,102170
X5,SUV,Petrol,Automatic,2.6,83633
